Date,ISOWeek,DOI,Version,Category,Title,Authors
2026-05-07,19,10.64898/2026.02.24.26346968,2,infectious diseases,Strengthening diagnostic capacity for viral hemorrhagic fevers in Forest Guinea: advances in Lassa fever case detection,"Koundouno, F. R.; Sidibe, Y.; Millimono, S. L.; Ifono, K.; Hinzmann, J.; Soubrier, H.; Kourouma, K.; Millimouno, T. E.; Tolno, F. M.; Kamano, F. M.; Barry, M. D.; Koulemou, S.; Sonomy, B.; Traore, M.; Keita, K.; Hinrichs, M.; Ryter, S.; van Gelder, C.; Becker-Ziaja, B.; Jacobsen, C.; Thielebein, A.; Oestereich, L.; Legand, A.; Formenty, P.; Kamano, A. A.; Dia, S.; Kipela, M. F. J. M.; Pahlmann, M.; Guenther, S.; Moussa, K.; Keita, K.; Guilavogui, S. H.; Boumbaly, S.; Magassouba, N.; Duraffour, S.; Annibaldis, G."
2026-05-07,19,10.64898/2026.05.01.26352216,2,genetic and genomic medicine,A Genome-wide Association Study of Alzheimer's Disease and Dementia in a Large Multi-ancestry Military Cohort Identifies Many New Dementia-Associated Loci,"Sherva, R.; Bayly, H.; Zhang, R.; Harrington, K.; Mez, J.; Miller, M. W.; Tsuang, D.; Wolf, E.; Zeng, Q.; Le Guen, Y.; Tejeda, M.; the VA Million Veteran Program,  ; the MVP Cognitive Decline and Dementia During Aging Working Group,  ; Gaziano, J. M.; Panizzon, M. S.; Hauger, R. L.; Merritt, V. C.; Farrer, L. A.; Logue, M. W."
2026-05-07,19,10.64898/2026.05.05.26351986,2,genetic and genomic medicine,Effect of ancestry and shared genetic architecture of serious mental illness on symptoms and cognition in an admixed Latin American population,"Lopera Maya, E. A.; Service, S. K.; Diaz-Zuluaga, A. M.; Castano Ramirez, M.; Mejia, J. C.; Valencia, J.; Teshiba, T.; Ramirez-Diaz, A. M.; De la Hoz, J. F.; Valdez, J.; Munoz Umanes, M.; Moore, T. M.; Chapman, S.; Neale, B. M.; Bearden, C. E.; Escobar, J. I.; Gur, R. C.; Reus, V. I.; Sabatti, C.; Olde Loohuis, L.; Lopez Jaramillo, C.; Freimer, N. B."
2026-05-07,19,10.1101/2022.07.29.22278015,2,genetic and genomic medicine,Genomic and phenomic landscape of clonal hematopoiesis in over a million ancestrally diverse participants,"Uddin, M. M.; Yu, Z.; Weinstock, J. S.; Niroula, A.; Vlasschaert, C.; Koyama, S.; Nakao, T.; Urbut, S. M.; Zekavat, S. M.; Paruchuri, K.; Truong, B.; Silver, A. J.; Mack, T. M.; Wong, M. Y.; Haidermota, S. M.; Bhattacharya, R.; Doroodgar Jorshery, S.; Raddatz, M. A.; Honigberg, M. C.; Hornsby, W. E.; Zhang, M. J.; Dron, J.; Heimlich, J. B.; Sankaran, V. G.; Griffin, G. K.; Gibson, C. J.; Adegboye, H. A.; Cho, K.; Sun, Y. V.; Pyarajan, S.; Wilson, P. W.; Veterans Affairs Million Veteran Program,  ; Genovese, G.; Xu, Y.; Savona, M. R.; Chen, Y.-D. I.; Sheu, W. H.-H.; Hung, Y.-J.; Raffield, L. M."
2026-05-07,19,10.64898/2026.05.06.26352546,1,pharmacology and therapeutics,Supply Chain Vulnerabilities in First-Line Treatments for Sexually Transmitted Infections: Implications for U.S. Public Health Preparedness.,"Garcia, C. Y.; Leung, W.; Shirley, A. M.; Zhao, I.; Allan-Blitz, L.-T."
2026-05-07,19,10.64898/2026.05.06.26352529,1,genetic and genomic medicine,Exploring Heteroplasmic Variants in mtDNA: Insights from Single-Cell Transcriptomics,"Barresi, M.; Di Meo, I.; Nasca, A.; Lamantea, E.; Legati, A.; Ghezzi, D."
2026-05-08,19,10.64898/2026.05.08.26352538,1,infectious diseases,Active follow-up of Plasmodium vivax radical treatment in a mobile and hard-to-reach population in the Amazon: results from the CUREMA project.,"Sanna, A.; Lambert, Y.; Plessis, L.; Carboni, C.; Bardon, T.; Petit-Sinturel, M.; Jimeno-Maroto, I.; Galindo, M.; Cairo, H.; Mueller, J.; Bordalo Miller, J.; Vreden, S.; Suarez Mutis, M.; Douine, M."
2026-05-08,19,10.64898/2026.05.08.26352596,1,infectious diseases,Safety first: should the high tolerability of intramuscular anti-spike COVID-19 monoclonal antibody change our expectations of vaccine safety?,"Putrino, D.; Curtis, A.; Leston, M.; Yalcin, I.; Gerlach, R.; Elia, M.; Mina, M."
2026-05-09,19,10.1101/2025.08.27.25334533,2,genetic and genomic medicine,Genetic regulation of cell type-specific chromatin accessibility shapes immune function and disease risk,"Xue, A.; Fan, J.; Dong, O. A.; Huang, H. L.; Chen, L.; Allen, P. C.; Spenceley, E.; Sagi-Zsigmond, E.; Bowen, B.; Cuomo, A. S. E.; Henry, A.; Tanudisastro, H. A.; Qiao, Z.; Dorans, E.; Ben-David, E.; Farh, K. K.-H.; Hu, L.; Liu, Y. C.; Neavin, D.; Lee, A. S.; Senabouth, A.; Bartie, C.; McCloy, R. A.; Chin, V.; Zhou, W.; Price, A. L.; de Lange, K. M.; Figtree, G. A.; Hewitt, A. W.; MacArthur, D. G.; Powell, J. E."
2026-05-10,19,10.1101/2025.09.16.25335873,2,genetic and genomic medicine,Psychiatric polygenic profiles characterize difficult-to-treat depression versus antidepressant responders in the AGDS:Cell-o cohort,"Mitchell, B. L.; Gilroy, D.; Wallace, L. A.; Kiewa, J.; Parker, R.; Nunn, L.; Walker, A.; Lin, T.; Ziser, L.; English, G.; ONeil, M.; Pertile, R. A.; McKenna, S.; Hockey, S. J.; Hill, A.; Shim, A.; To, T.; Treneman, A.; McIntosh, A. M.; Crouse, J. J.; Ziller, M.; Olsen, C. A.; Whiteman, D. C.; Lind, P. A.; Byrne, E. M.; Medland, S. E.; Martin, N. G.; Hickie, I. B.; Henders, A. K.; Wray, N. R."
